CAGDP2 Gross domestic product (GDP) by county 1
CAGDP2 Gross domestic product (GDP) by county 1
County
GeoFIPS,GeoName,LineCode,Description,2022,2023,2024
42089,"Monroe, PA",65,"      Administrative and support and waste management and remediation services",194955,190280,194145
42089,"Monroe, PA",68,"    Educational services, health care, and social assistance",716599,807040,866778
42089,"Monroe, PA",69,"      Educational services",20584,20978,22830
42089,"Monroe, PA",70,"      Health care and social assistance",696015,786061,843948
42089,"Monroe, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",854154,969146,998962
42089,"Monroe, PA",76,"      Arts, entertainment, and recreation",95500,100941,100216
42089,"Monroe, PA",79,"      Accommodation and food services",758654,868205,898746
42089,"Monroe, PA",82,"    Other services (except government and government enterprises)",198237,218684,240110
42089,"Monroe, PA",83,Government and government enterprises,1251925,1294107,1343036
42089,"Monroe, PA",,Addenda:,,,
42089,"Monroe, PA",87,Natural resources and mining,17841,18106,10479
42089,"Monroe, PA",88,Trade,809486,894587,915101
42089,"Monroe, PA",89,Transportation and utilities,433641,344596,384051
42089,"Monroe, PA",90,Manufacturing and information,1912277,2248137,2255415
42089,"Monroe, PA",91,Private goods-producing industries 2,2071452,2448213,2448546
42089,"Monroe, PA",92,Private services-providing industries 3,4978690,5392616,5771735
42091,"Montgomery, PA",1,All industry total,101985467,105806763,110422372
42091,"Montgomery, PA",2,"  Private industries",97776604,101394390,105767815
42091,"Montgomery, PA",3,"    Agriculture, forestry, fishing and hunting",20163,5974,8245
42091,"Montgomery, PA",6,"    Mining, quarrying, and oil and gas extraction",57123,62867,30867
42091,"Montgomery, PA",10,"    Utilities",1470483,1540327,1544348
42091,"Montgomery, PA",11,"    Construction",4689572,5065528,5315427
42091,"Montgomery, PA",12,"    Manufacturing",15248985,15011174,15073159
42091,"Montgomery, PA",13,"      Durable goods manufacturing",3111089,3257416,3336607
42091,"Montgomery, PA",25,"      Nondurable goods manufacturing",12137895,11753758,11736552
42091,"Montgomery, PA",34,"    Wholesale trade",8610730,9069325,9748632
42091,"Montgomery, PA",35,"    Retail trade",4829477,5149576,5336077
42091,"Montgomery, PA",36,"    Transportation and warehousing",1374571,1319595,1370472
42091,"Montgomery, PA",45,"    Information",4706695,4810515,4866840
42091,"Montgomery, PA",50,"    Finance, insurance, real estate, rental, and leasing",21130722,22518526,23475546
42091,"Montgomery, PA",51,"      Finance and insurance",9556844,10131756,10610309
42091,"Montgomery, PA",56,"      Real estate and rental and leasing",11573878,12386770,12865238
42091,"Montgomery, PA",59,"    Professional and business services",22248424,22233643,23449095
42091,"Montgomery, PA",60,"      Professional, scientific, and technical services",14494048,14179998,15052327
42091,"Montgomery, PA",64,"      Management of companies and enterprises",3644591,3884643,4211263
42091,"Montgomery, PA",65,"      Administrative and support and waste management and remediation services",4109785,4169003,4185505
42091,"Montgomery, PA",68,"    Educational services, health care, and social assistance",9468586,10236565,10952177
42091,"Montgomery, PA",69,"      Educational services",1423682,1450987,1515532
42091,"Montgomery, PA",70,"      Health care and social assistance",8044904,8785577,9436645
42091,"Montgomery, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",2292310,2745544,2875153
42091,"Montgomery, PA",76,"      Arts, entertainment, and recreation",625817,768257,820412
42091,"Montgomery, PA",79,"      Accommodation and food services",1666493,1977287,2054741
42091,"Montgomery, PA",82,"    Other services (except government and government enterprises)",1628764,1625230,1721777
42091,"Montgomery, PA",83,Government and government enterprises,4208863,4412374,4654558
42091,"Montgomery, PA",,Addenda:,,,
42091,"Montgomery, PA",87,Natural resources and mining,77286,68841,39112
42091,"Montgomery, PA",88,Trade,13440207,14218901,15084709
42091,"Montgomery, PA",89,Transportation and utilities,2845054,2859922,2914820
42091,"Montgomery, PA",90,Manufacturing and information,19955679,19821689,19939999
42091,"Montgomery, PA",91,Private goods-producing industries 2,20015842,20145544,20427697
42091,"Montgomery, PA",92,Private services-providing industries 3,77760762,81248846,85340117
42093,"Montour, PA",1,All industry total,2406258,2518599,2784723
42093,"Montour, PA",2,"  Private industries",2277806,2387952,2642052
42093,"Montour, PA",3,"    Agriculture, forestry, fishing and hunting",31976,12889,31844
42093,"Montour, PA",6,"    Mining, quarrying, and oil and gas extraction",3546,4042,26396
42093,"Montour, PA",10,"    Utilities",80744,46304,(D)
42093,"Montour, PA",11,"    Construction",18391,36876,33246
42093,"Montour, PA",12,"    Manufacturing",109339,121774,124185
42093,"Montour, PA",13,"      Durable goods manufacturing",97171,109186,112956
42093,"Montour, PA",25,"      Nondurable goods manufacturing",12167,12588,11229
42093,"Montour, PA",34,"    Wholesale trade",(D),(D),(D)
42093,"Montour, PA",35,"    Retail trade",56715,64392,69315
42093,"Montour, PA",36,"    Transportation and warehousing",29738,18490,20321
42093,"Montour, PA",45,"    Information",(D),(D),1133
42093,"Montour, PA",50,"    Finance, insurance, real estate, rental, and leasing",390796,427070,(D)
42093,"Montour, PA",51,"      Finance and insurance",310784,340257,(D)
42093,"Montour, PA",56,"      Real estate and rental and leasing",80013,86813,88449
42093,"Montour, PA",59,"    Professional and business services",(D),(D),317344
42093,"Montour, PA",60,"      Professional, scientific, and technical services",51344,53203,(D)
42093,"Montour, PA",64,"      Management of companies and enterprises",(D),(D),(D)
42093,"Montour, PA",65,"      Administrative and support and waste management and remediation services",(D),(D),(D)
42093,"Montour, PA",68,"    Educational services, health care, and social assistance",1190304,1266550,1345049
42093,"Montour, PA",69,"      Educational services",5664,5825,6204
42093,"Montour, PA",70,"      Health care and social assistance",1184640,1260724,1338845
42093,"Montour, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",(D),34170,36147
42093,"Montour, PA",76,"      Arts, entertainment, and recreation",(D),5004,5279
42093,"Montour, PA",79,"      Accommodation and food services",26599,29166,30868
42093,"Montour, PA",82,"    Other services (except government and government enterprises)",35727,36516,38408
42093,"Montour, PA",83,Government and government enterprises,128452,130647,142671
42093,"Montour, PA",,Addenda:,,,
42093,"Montour, PA",87,Natural resources and mining,35521,16930,58240
42093,"Montour, PA",88,Trade,(D),(D),(D)
42093,"Montour, PA",89,Transportation and utilities,110481,64794,(D)
42093,"Montour, PA",90,Manufacturing and information,(D),(D),125318
42093,"Montour, PA",91,Private goods-producing industries 2,163250,175580,215671
42093,"Montour, PA",92,Private services-providing industries 3,2114556,2212372,2426381
42095,"Northampton, PA",1,All industry total,18861912,20199980,20981619
42095,"Northampton, PA",2,"  Private industries",17446158,18731610,19455654
42095,"Northampton, PA",3,"    Agriculture, forestry, fishing and hunting",3981,8326,16823
42095,"Northampton, PA",6,"    Mining, quarrying, and oil and gas extraction",18552,21965,8456
42095,"Northampton, PA",10,"    Utilities",486296,618210,656221
42095,"Northampton, PA",11,"    Construction",660217,717489,727825
42095,"Northampton, PA",12,"    Manufacturing",3648278,3750661,3883040
42095,"Northampton, PA",13,"      Durable goods manufacturing",1788197,1869674,1878680
42095,"Northampton, PA",25,"      Nondurable goods manufacturing",1860081,1880987,2004360
42095,"Northampton, PA",34,"    Wholesale trade",1775209,1823351,1920458
42095,"Northampton, PA",35,"    Retail trade",1171417,1257852,1303866
42095,"Northampton, PA",36,"    Transportation and warehousing",1358131,1321165,1318214
42095,"Northampton, PA",45,"    Information",669773,726032,720029
42095,"Northampton, PA",50,"    Finance, insurance, real estate, rental, and leasing",3199660,3495705,3594502
42095,"Northampton, PA",51,"      Finance and insurance",747200,788917,790768
42095,"Northampton, PA",56,"      Real estate and rental and leasing",2452461,2706789,2803734
42095,"Northampton, PA",59,"    Professional and business services",1492876,1603268,1668522
42095,"Northampton, PA",60,"      Professional, scientific, and technical services",707180,744052,804464
42095,"Northampton, PA",64,"      Management of companies and enterprises",175405,199036,196846
42095,"Northampton, PA",65,"      Administrative and support and waste management and remediation services",610290,660180,667213
42095,"Northampton, PA",68,"    Educational services, health care, and social assistance",1627174,1867370,2033025
42095,"Northampton, PA",69,"      Educational services",567175,629602,660390
42095,"Northampton, PA",70,"      Health care and social assistance",1059998,1237767,1372635
42095,"Northampton, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",915276,1068659,1115114
42095,"Northampton, PA",76,"      Arts, entertainment, and recreation",138474,168122,177928
42095,"Northampton, PA",79,"      Accommodation and food services",776802,900537,937186
42095,"Northampton, PA",82,"    Other services (except government and government enterprises)",419317,451558,489557
42095,"Northampton, PA",83,Government and government enterprises,1415754,1468371,1525965
42095,"Northampton, PA",,Addenda:,,,
42095,"Northampton, PA",87,Natural resources and mining,22533,30291,25279
42095,"Northampton, PA",88,Trade,2946626,3081203,3224324
42095,"Northampton, PA",89,Transportation and utilities,1844427,1939375,1974436
42095,"Northampton, PA",90,Manufacturing and information,4318051,4476693,4603069
42095,"Northampton, PA",91,Private goods-producing industries 2,4331028,4498440,4636144
42095,"Northampton, PA",92,Private services-providing industries 3,13115130,14233170,14819509
42097,"Northumberland, PA",1,All industry total,3882264,4163129,4733247
42097,"Northumberland, PA",2,"  Private industries",3529171,3801620,4356843
42097,"Northumberland, PA",3,"    Agriculture, forestry, fishing and hunting",100729,91057,64283
42097,"Northumberland, PA",6,"    Mining, quarrying, and oil and gas extraction",42382,48512,36993
42097,"Northumberland, PA",10,"    Utilities",34843,52294,51083
42097,"Northumberland, PA",11,"    Construction",134991,140956,151019
42097,"Northumberland, PA",12,"    Manufacturing",1215929,1308054,1798957
42097,"Northumberland, PA",13,"      Durable goods manufacturing",218861,230807,237751
42097,"Northumberland, PA",25,"      Nondurable goods manufacturing",997068,1077247,1561206
42097,"Northumberland, PA",34,"    Wholesale trade",160986,167200,168817
42097,"Northumberland, PA",35,"    Retail trade",220564,239826,247120
42097,"Northumberland, PA",36,"    Transportation and warehousing",333144,328375,331797
42097,"Northumberland, PA",45,"    Information",56296,57504,59247
42097,"Northumberland, PA",50,"    Finance, insurance, real estate, rental, and leasing",502966,552954,583850
42097,"Northumberland, PA",51,"      Finance and insurance",92232,99585,119336
42097,"Northumberland, PA",56,"      Real estate and rental and leasing",410734,453369,464514
42097,"Northumberland, PA",59,"    Professional and business services",222161,262984,276834
42097,"Northumberland, PA",60,"      Professional, scientific, and technical services",63658,65429,(D)
42097,"Northumberland, PA",64,"      Management of companies and enterprises",97050,128542,(D)
42097,"Northumberland, PA",65,"      Administrative and support and waste management and remediation services",61453,69014,73467
42097,"Northumberland, PA",68,"    Educational services, health care, and social assistance",290208,317995,344658
42097,"Northumberland, PA",69,"      Educational services",15422,15657,12902
42097,"Northumberland, PA",70,"      Health care and social assistance",274786,302338,331756
42097,"Northumberland, PA",75,"    Arts, entertainment, recreation, accommodation, and food services",108391,121043,126181
42097,"Northumberland, PA",76,"      Arts, entertainment, and recreation",53519,62113,(D)
42097,"Northumberland, PA",79,"      Accommodation and food services",54872,58930,(D)
42097,"Northumberland, PA",82,"    Other services (except government and government enterprises)",105581,112866,116005
42097,"Northumberland, PA",83,Government and government enterprises,353093,361509,376404
42097,"Northumberland, PA",,Addenda:,,,
42097,"Northumberland, PA",87,Natural resources and mining,143111,139569,101275
42097,"Northumberland, PA",88,Trade,381549,407026,415936
42097,"Northumberland, PA",89,Transportation and utilities,367988,380669,382880
42097,"Northumberland, PA",90,Manufacturing and information,1272225,1365557,1858204
42097,"Northumberland, PA",91,Private goods-producing industries 2,1494031,1588579,2051251
42097,"Northumberland, PA",92,Private services-providing industries 3,2035140,2213041,2305592
42099,"Perry, PA",1,All industry total,1217273,1289468,1361626
42099,"Perry, PA",2,"  Private industries",1065924,1131599,1197740
42099,"Perry, PA",3,"    Agriculture, forestry, fishing and hunting",148441,117508,148222
